peer,KPI,sort,Product,Hierarchy 1,average,Value,Rank,last,group,Code
Self-service reporting-focused products,Innovation,19,Bissantz,,5.893515943,6.653092686,3,,1,
Self-service reporting-focused products,Innovation,19,cubus,,5.893515943,3.348527437,14,,1,
Self-service reporting-focused products,Innovation,19,Cyberscience,,5.893515943,3.562157034,13,,1,
Self-service reporting-focused products,Innovation,19,Dimensional Insight,,5.893515943,5.662565679,11,,1,
Self-service reporting-focused products,Innovation,19,Domo,,5.893515943,7.920391009,1,,1,
Self-service reporting-focused products,Innovation,19,Looker,,5.893515943,6.254445024,6,,1,
Self-service reporting-focused products,Innovation,19,MS Power BI,,5.893515943,6.570699101,4,,1,
Self-service reporting-focused products,Innovation,19,Phocas,,5.893515943,5.73198702,9,,1,
Self-service reporting-focused products,Innovation,19,Pyramid Analytics,,5.893515943,6.183153443,7,,1,
Self-service reporting-focused products,Innovation,19,Qlik Sense,,5.893515943,6.104631643,8,,1,
Self-service reporting-focused products,Innovation,19,SAP Analytics Cloud,,5.893515943,7.790162176,2,,1,
Self-service reporting-focused products,Innovation,19,SAP BO WebI,,5.893515943,4.571132988,12,,1,
Self-service reporting-focused products,Innovation,19,TARGIT,,5.893515943,5.684871421,10,,1,
Self-service reporting-focused products,Innovation,19,Yellowfin,,5.893515943,6.471406544,5,,1,
Self-service reporting-focused products,Cloud BI,20,Bissantz,,5.17836234,3.492307692,8,,2,
Self-service reporting-focused products,Cloud BI,20,cubus,,5.17836234,2.08,14,,2,
Self-service reporting-focused products,Cloud BI,20,Cyberscience,,5.17836234,2.44,13,,2,
Self-service reporting-focused products,Cloud BI,20,Dimensional Insight,,5.17836234,3.322580645,10,,2,
Self-service reporting-focused products,Cloud BI,20,Domo,,5.17836234,9.46,2,,2,
Self-service reporting-focused products,Cloud BI,20,Looker,,5.17836234,9.1,3,,2,
Self-service reporting-focused products,Cloud BI,20,MS Power BI,,5.17836234,8.615384615,4,,2,
Self-service reporting-focused products,Cloud BI,20,Phocas,,5.17836234,5.32,6,,2,
Self-service reporting-focused products,Cloud BI,20,Pyramid Analytics,,5.17836234,3,11,,2,
Self-service reporting-focused products,Cloud BI,20,Qlik Sense,,5.17836234,3.482758621,9,,2,
Self-service reporting-focused products,Cloud BI,20,SAP Analytics Cloud,,5.17836234,10,1,,2,
Self-service reporting-focused products,Cloud BI,20,SAP BO WebI,,5.17836234,2.945945946,12,,2,
Self-service reporting-focused products,Cloud BI,20,TARGIT,,5.17836234,3.571428571,7,,2,
Self-service reporting-focused products,Cloud BI,20,Yellowfin,,5.17836234,5.666666667,5,,2,
Self-service reporting-focused products,Mobile BI,21,Bissantz,,5.85672403,4.40082067,10,,2,
Self-service reporting-focused products,Mobile BI,21,cubus,,5.85672403,1,14,,2,
Self-service reporting-focused products,Mobile BI,21,Cyberscience,,5.85672403,2.150360214,13,,2,
Self-service reporting-focused products,Mobile BI,21,Dimensional Insight,,5.85672403,2.903323263,12,,2,
Self-service reporting-focused products,Mobile BI,21,Domo,,5.85672403,9.706344411,1,,2,
Self-service reporting-focused products,Mobile BI,21,Looker,,5.85672403,5.795385883,7,,2,
Self-service reporting-focused products,Mobile BI,21,MS Power BI,,5.85672403,8.456989345,3,,2,
Self-service reporting-focused products,Mobile BI,21,Phocas,,5.85672403,9.265861027,2,,2,
Self-service reporting-focused products,Mobile BI,21,Pyramid Analytics,,5.85672403,5.350453172,9,,2,
Self-service reporting-focused products,Mobile BI,21,Qlik Sense,,5.85672403,7.17543141,6,,2,
Self-service reporting-focused products,Mobile BI,21,SAP Analytics Cloud,,5.85672403,8.409365559,4,,2,
Self-service reporting-focused products,Mobile BI,21,SAP BO WebI,,5.85672403,3.719033233,11,,2,
Self-service reporting-focused products,Mobile BI,21,TARGIT,,5.85672403,7.960725076,5,,2,
Self-service reporting-focused products,Mobile BI,21,Yellowfin,,5.85672403,5.700043159,8,,2,
Self-service reporting-focused products,Operational BI,22,Bissantz,,7.001638496,n/a,n/a,,2,
Self-service reporting-focused products,Operational BI,22,cubus,,7.001638496,n/a,n/a,,2,
Self-service reporting-focused products,Operational BI,22,Cyberscience,,7.001638496,9.497536946,2,,2,
Self-service reporting-focused products,Operational BI,22,Dimensional Insight,,7.001638496,n/a,n/a,,2,
Self-service reporting-focused products,Operational BI,22,Domo,,7.001638496,10,1,,2,
Self-service reporting-focused products,Operational BI,22,Looker,,7.001638496,7.724137931,4,,2,
Self-service reporting-focused products,Operational BI,22,MS Power BI,,7.001638496,3.711598746,9,,2,
Self-service reporting-focused products,Operational BI,22,Phocas,,7.001638496,n/a,n/a,,2,
Self-service reporting-focused products,Operational BI,22,Pyramid Analytics,,7.001638496,6.118906064,6,,2,
Self-service reporting-focused products,Operational BI,22,Qlik Sense,,7.001638496,5.209274673,7,,2,
Self-service reporting-focused products,Operational BI,22,SAP Analytics Cloud,,7.001638496,n/a,n/a,,2,
Self-service reporting-focused products,Operational BI,22,SAP BO WebI,,7.001638496,7.239633348,5,,2,
Self-service reporting-focused products,Operational BI,22,TARGIT,,7.001638496,4.644200627,8,,2,
Self-service reporting-focused products,Operational BI,22,Yellowfin,,7.001638496,8.869458128,3,,2,
Self-service reporting-focused products,Visual design standards,23,Bissantz,,4.801702514,10,1,,2,
Self-service reporting-focused products,Visual design standards,23,cubus,,4.801702514,5.746666667,5,,2,
Self-service reporting-focused products,Visual design standards,23,Cyberscience,,4.801702514,1.106666667,13,,2,
Self-service reporting-focused products,Visual design standards,23,Dimensional Insight,,4.801702514,7.49382716,3,,2,
Self-service reporting-focused products,Visual design standards,23,Domo,,4.801702514,2.481481481,11,,2,
Self-service reporting-focused products,Visual design standards,23,Looker,,4.801702514,1,14,,2,
Self-service reporting-focused products,Visual design standards,23,MS Power BI,,4.801702514,5.543735225,6,,2,
Self-service reporting-focused products,Visual design standards,23,Phocas,,4.801702514,1.407407407,12,,2,
Self-service reporting-focused products,Visual design standards,23,Pyramid Analytics,,4.801702514,5.857142857,4,,2,
Self-service reporting-focused products,Visual design standards,23,Qlik Sense,,4.801702514,4.794871795,8,,2,
Self-service reporting-focused products,Visual design standards,23,SAP Analytics Cloud,,4.801702514,9.613333333,2,,2,
Self-service reporting-focused products,Visual design standards,23,SAP BO WebI,,4.801702514,5.365296804,7,,2,
Self-service reporting-focused products,Visual design standards,23,TARGIT,,4.801702514,3.958333333,9,,2,
Self-service reporting-focused products,Visual design standards,23,Yellowfin,,4.801702514,2.855072464,10,,2,
Self-service reporting-focused products,Location intelligence,24,Bissantz,,6.583553029,8.714285714,3,,2,
Self-service reporting-focused products,Location intelligence,24,cubus,,6.583553029,3.4,12,,2,
Self-service reporting-focused products,Location intelligence,24,Cyberscience,,6.583553029,1.8,14,,2,
Self-service reporting-focused products,Location intelligence,24,Dimensional Insight,,6.583553029,5.242424242,10,,2,
Self-service reporting-focused products,Location intelligence,24,Domo,,6.583553029,8.692307692,4,,2,
Self-service reporting-focused products,Location intelligence,24,Looker,,6.583553029,6.882352941,8,,2,
Self-service reporting-focused products,Location intelligence,24,MS Power BI,,6.583553029,7.967741935,6,,2,
Self-service reporting-focused products,Location intelligence,24,Phocas,,6.583553029,2.666666667,13,,2,
Self-service reporting-focused products,Location intelligence,24,Pyramid Analytics,,6.583553029,10,1,,2,
Self-service reporting-focused products,Location intelligence,24,Qlik Sense,,6.583553029,7.785714286,7,,2,
Self-service reporting-focused products,Location intelligence,24,SAP Analytics Cloud,,6.583553029,8.659574468,5,,2,
Self-service reporting-focused products,Location intelligence,24,SAP BO WebI,,6.583553029,6,9,,2,
Self-service reporting-focused products,Location intelligence,24,TARGIT,,6.583553029,5.210526316,11,,2,
Self-service reporting-focused products,Location intelligence,24,Yellowfin,,6.583553029,9.148148148,2,,2,
Self-service reporting-focused products,Visual analysis,25,Bissantz,,7.355230228,6.658049354,10,,2,
Self-service reporting-focused products,Visual analysis,25,cubus,,7.355230228,4.515970516,11,,2,
Self-service reporting-focused products,Visual analysis,25,Cyberscience,,7.355230228,4.378378378,12,,2,
Self-service reporting-focused products,Visual analysis,25,Dimensional Insight,,7.355230228,6.675675676,9,,2,
Self-service reporting-focused products,Visual analysis,25,Domo,,7.355230228,9.665540541,3,,2,
Self-service reporting-focused products,Visual analysis,25,Looker,,7.355230228,n/a,n/a,,2,
Self-service reporting-focused products,Visual analysis,25,MS Power BI,,7.355230228,9.063063063,5,,2,
Self-service reporting-focused products,Visual analysis,25,Phocas,,7.355230228,10,1,,2,
Self-service reporting-focused products,Visual analysis,25,Pyramid Analytics,,7.355230228,9.243243243,4,,2,
Self-service reporting-focused products,Visual analysis,25,Qlik Sense,,7.355230228,9.756756757,2,,2,
Self-service reporting-focused products,Visual analysis,25,SAP Analytics Cloud,,7.355230228,7.385135135,8,,2,
Self-service reporting-focused products,Visual analysis,25,SAP BO WebI,,7.355230228,2.156888596,13,,2,
Self-service reporting-focused products,Visual analysis,25,TARGIT,,7.355230228,8.702702703,6,,2,
Self-service reporting-focused products,Visual analysis,25,Yellowfin,,7.355230228,7.416589003,7,,2,
Self-service reporting-focused products,Data Preparation,26,Bissantz,,4.920692787,n/a,n/a,,2,
Self-service reporting-focused products,Data Preparation,26,cubus,,4.920692787,n/a,n/a,,2,
Self-service reporting-focused products,Data Preparation,26,Cyberscience,,4.920692787,n/a,n/a,,2,
Self-service reporting-focused products,Data Preparation,26,Dimensional Insight,,4.920692787,8.337563086,1,,2,
Self-service reporting-focused products,Data Preparation,26,Domo,,4.920692787,n/a,n/a,,2,
Self-service reporting-focused products,Data Preparation,26,Looker,,4.920692787,n/a,n/a,,2,
Self-service reporting-focused products,Data Preparation,26,MS Power BI,,4.920692787,5.898831835,2,,2,
Self-service reporting-focused products,Data Preparation,26,Phocas,,4.920692787,n/a,n/a,,2,
Self-service reporting-focused products,Data Preparation,26,Pyramid Analytics,,4.920692787,3.712328767,6,,2,
Self-service reporting-focused products,Data Preparation,26,Qlik Sense,,4.920692787,5.243185512,3,,2,
Self-service reporting-focused products,Data Preparation,26,SAP Analytics Cloud,,4.920692787,2.673564558,7,,2,
Self-service reporting-focused products,Data Preparation,26,SAP BO WebI,,4.920692787,n/a,n/a,,2,
Self-service reporting-focused products,Data Preparation,26,TARGIT,,4.920692787,4.025289779,5,,2,
Self-service reporting-focused products,Data Preparation,26,Yellowfin,,4.920692787,4.554085971,4,,2,
Self-service reporting-focused products,Embedded BI,27,Bissantz,,5.634150757,n/a,n/a,,2,
Self-service reporting-focused products,Embedded BI,27,cubus,,5.634150757,n/a,n/a,,2,
Self-service reporting-focused products,Embedded BI,27,Cyberscience,,5.634150757,n/a,n/a,,2,
Self-service reporting-focused products,Embedded BI,27,Dimensional Insight,,5.634150757,n/a,n/a,,2,
Self-service reporting-focused products,Embedded BI,27,Domo,,5.634150757,5.437062937,4,,2,
Self-service reporting-focused products,Embedded BI,27,Looker,,5.634150757,7.024793388,3,,2,
Self-service reporting-focused products,Embedded BI,27,MS Power BI,,5.634150757,3.308248043,7,,2,
Self-service reporting-focused products,Embedded BI,27,Phocas,,5.634150757,n/a,n/a,,2,
Self-service reporting-focused products,Embedded BI,27,Pyramid Analytics,,5.634150757,3.312937063,6,,2,
Self-service reporting-focused products,Embedded BI,27,Qlik Sense,,5.634150757,5.389060092,5,,2,
Self-service reporting-focused products,Embedded BI,27,SAP Analytics Cloud,,5.634150757,n/a,n/a,,2,
Self-service reporting-focused products,Embedded BI,27,SAP BO WebI,,5.634150757,n/a,n/a,,2,
Self-service reporting-focused products,Embedded BI,27,TARGIT,,5.634150757,7.405764967,2,,2,
Self-service reporting-focused products,Embedded BI,27,Yellowfin,,5.634150757,7.561188811,1,,2,
Self-service reporting-focused products,Competitiveness,28,Bissantz,,4.38239828,3.96149683,9,,1,
Self-service reporting-focused products,Competitiveness,28,cubus,,4.38239828,6.163369605,2,,1,
Self-service reporting-focused products,Competitiveness,28,Cyberscience,,4.38239828,4.618657506,8,,1,
Self-service reporting-focused products,Competitiveness,28,Dimensional Insight,,4.38239828,5.984456673,3,,1,
Self-service reporting-focused products,Competitiveness,28,Domo,,4.38239828,2.029812348,14,,1,
Self-service reporting-focused products,Competitiveness,28,Looker,,4.38239828,2.569633414,12,,1,
Self-service reporting-focused products,Competitiveness,28,MS Power BI,,4.38239828,6.766800819,1,,1,
Self-service reporting-focused products,Competitiveness,28,Phocas,,4.38239828,4.637848976,7,,1,
Self-service reporting-focused products,Competitiveness,28,Pyramid Analytics,,4.38239828,2.60824195,11,,1,
Self-service reporting-focused products,Competitiveness,28,Qlik Sense,,4.38239828,5.025839054,6,,1,
Self-service reporting-focused products,Competitiveness,28,SAP Analytics Cloud,,4.38239828,3.46879506,10,,1,
Self-service reporting-focused products,Competitiveness,28,SAP BO WebI,,4.38239828,5.814713552,4,,1,
Self-service reporting-focused products,Competitiveness,28,TARGIT,,4.38239828,5.33505856,5,,1,
Self-service reporting-focused products,Competitiveness,28,Yellowfin,,4.38239828,2.368851566,13,,1,
Self-service reporting-focused products,Considered for purchase,29,Bissantz,,3.0469531,2.759218125,5,,2,
Self-service reporting-focused products,Considered for purchase,29,cubus,,3.0469531,1.495779653,10,,2,
Self-service reporting-focused products,Considered for purchase,29,Cyberscience,,3.0469531,1.031985784,14,,2,
Self-service reporting-focused products,Considered for purchase,29,Dimensional Insight,,3.0469531,1.175921813,12,,2,
Self-service reporting-focused products,Considered for purchase,29,Domo,,3.0469531,2.183474012,6,,2,
Self-service reporting-focused products,Considered for purchase,29,Looker,,3.0469531,1.831630386,8,,2,
Self-service reporting-focused products,Considered for purchase,29,MS Power BI,,3.0469531,9.618249667,1,,2,
Self-service reporting-focused products,Considered for purchase,29,Phocas,,3.0469531,1.07996446,13,,2,
Self-service reporting-focused products,Considered for purchase,29,Pyramid Analytics,,3.0469531,1.879609063,7,,2,
Self-service reporting-focused products,Considered for purchase,29,Qlik Sense,,3.0469531,8.116836961,2,,2,
Self-service reporting-focused products,Considered for purchase,29,SAP Analytics Cloud,,3.0469531,3.223011995,4,,2,
Self-service reporting-focused products,Considered for purchase,29,SAP BO WebI,,3.0469531,5.14215904,3,,2,
Self-service reporting-focused products,Considered for purchase,29,TARGIT,,3.0469531,1.463793869,11,,2,
Self-service reporting-focused products,Considered for purchase,29,Yellowfin,,3.0469531,1.655708574,9,,2,
Self-service reporting-focused products,Competitive win rate,30,Bissantz,,5.272695066,4.763015966,8,,2,
Self-service reporting-focused products,Competitive win rate,30,cubus,,5.272695066,9.275096239,1,,2,
Self-service reporting-focused products,Competitive win rate,30,Cyberscience,,5.272695066,7.009771987,4,,2,
Self-service reporting-focused products,Competitive win rate,30,Dimensional Insight,,5.272695066,9.19014658,2,,2,
Self-service reporting-focused products,Competitive win rate,30,Domo,,5.272695066,1.927371239,14,,2,
Self-service reporting-focused products,Competitive win rate,30,Looker,,5.272695066,3.061635433,11,,2,
Self-service reporting-focused products,Competitive win rate,30,MS Power BI,,5.272695066,4.865834921,7,,2,
Self-service reporting-focused products,Competitive win rate,30,Phocas,,5.272695066,7.009771987,4,,2,
Self-service reporting-focused products,Competitive win rate,30,Pyramid Analytics,,5.272695066,3.093997208,10,,2,
Self-service reporting-focused products,Competitive win rate,30,Qlik Sense,,5.272695066,2.965173782,12,,2,
Self-service reporting-focused products,Competitive win rate,30,SAP Analytics Cloud,,5.272695066,3.632650437,9,,2,
Self-service reporting-focused products,Competitive win rate,30,SAP BO WebI,,5.272695066,6.263083226,6,,2,
Self-service reporting-focused products,Competitive win rate,30,TARGIT,,5.272695066,7.915901688,3,,2,
Self-service reporting-focused products,Competitive win rate,30,Yellowfin,,5.272695066,2.844280228,13,,2,
All products,Business value,1,Bissantz,,6.046312837,7.903958255,7,,1,
All products,Business value,1,BOARD,,6.046312837,6.705939322,18,,1,
All products,Business value,1,CALUMO,,6.046312837,6.980049054,17,,1,
All products,Business value,1,Carriots Analytics,,6.046312837,8.022516999,6,,1,
All products,Business value,1,Cubeware,,6.046312837,5.565294538,24,,1,
All products,Business value,1,cubus,,6.046312837,8.095553201,5,,1,
All products,Business value,1,Cyberscience,,6.046312837,7.532130813,9,,1,
All products,Business value,1,Dimensional Insight,,6.046312837,8.424089492,4,,1,
All products,Business value,1,Domo,,6.046312837,8.610575836,3,,1,
All products,Business value,1,Dundas,,6.046312837,7.340622396,12,,1,
All products,Business value,1,IBM Cog Analytics,,6.046312837,3.100008729,34,,1,
All products,Business value,1,IBM Plan Analytics,,6.046312837,4.882686906,27,,1,
All products,Business value,1,Infor BI,,6.046312837,4.450787295,28,,1,
All products,Business value,1,Information Builders,,6.046312837,5.450874857,25,,1,
All products,Business value,1,Jedox,,6.046312837,6.667051287,19,,1,
All products,Business value,1,Longview Analytics,,6.046312837,6.998486393,15,,1,
All products,Business value,1,Looker,,6.046312837,9.275246694,1,,1,
All products,Business value,1,MS Excel,,6.046312837,4.091884102,31,,1,
All products,Business value,1,MS Power BI,,6.046312837,7.409374785,11,,1,
All products,Business value,1,MS SSRS,,6.046312837,4.407073146,29,,1,
All products,Business value,1,MicroStrategy,,6.046312837,4.272551687,30,,1,
All products,Business value,1,Oracle BI,,6.046312837,1,37,,1,
All products,Business value,1,Phocas,,6.046312837,9.201422992,2,,1,
All products,Business value,1,Pyramid Analytics,,6.046312837,7.521249915,10,,1,
All products,Business value,1,Qlik Sense,,6.046312837,6.990836304,16,,1,
All products,Business value,1,QlikView,,6.046312837,6.498897938,20,,1,
All products,Business value,1,sales-i,,6.046312837,5.076404302,26,,1,
All products,Business value,1,SAP Analytics Cloud,,6.046312837,7.639101052,8,,1,
All products,Business value,1,SAP BO Analysis,,6.046312837,3.159768291,33,,1,
All products,Business value,1,SAP BO BI,,6.046312837,2.307407703,35,,1,
All products,Business value,1,SAP BO WebI,,6.046312837,1.789608147,36,,1,
All products,Business value,1,SAS Enterprise BI,,6.046312837,3.827248712,32,,1,
All products,Business value,1,Sisense,,6.046312837,7.278667327,13,,1,
All products,Business value,1,Tableau,,6.046312837,5.796766345,23,,1,
All products,Business value,1,TARGIT,,6.046312837,6.178473374,22,,1,
All products,Business value,1,Unit4 prevero,,6.046312837,6.258633912,21,,1,
All products,Business value,1,Yellowfin,,6.046312837,7.00233286,14,,1,
All products,Business benefits,2,Bissantz,,5.953868172,8.233879324,5,,2,
All products,Business benefits,2,BOARD,,5.953868172,6.783363168,15,,2,
All products,Business benefits,2,CALUMO,,5.953868172,6.10740112,21,,2,
All products,Business benefits,2,Carriots Analytics,,5.953868172,7.444008357,8,,2,
All products,Business benefits,2,Cubeware,,5.953868172,6.287092814,18,,2,
All products,Business benefits,2,cubus,,5.953868172,7.460279393,7,,2,
All products,Business benefits,2,Cyberscience,,5.953868172,6.201211104,19,,2,
All products,Business benefits,2,Dimensional Insight,,5.953868172,9.086200422,3,,2,
All products,Business benefits,2,Domo,,5.953868172,9.933089514,2,,2,
All products,Business benefits,2,Dundas,,5.953868172,7.08759518,14,,2,
All products,Business benefits,2,IBM Cog Analytics,,5.953868172,3.7220509,32,,2,
All products,Business benefits,2,IBM Plan Analytics,,5.953868172,4.822300069,28,,2,
All products,Business benefits,2,Infor BI,,5.953868172,4.87163499,27,,2,
All products,Business benefits,2,Information Builders,,5.953868172,5.450806403,24,,2,
All products,Business benefits,2,Jedox,,5.953868172,5.874603432,23,,2,
All products,Business benefits,2,Longview Analytics,,5.953868172,7.413471678,10,,2,
All products,Business benefits,2,Looker,,5.953868172,10,1,,2,
All products,Business benefits,2,MS Excel,,5.953868172,2.949543935,33,,2,
All products,Business benefits,2,MS Power BI,,5.953868172,7.649537237,6,,2,
All products,Business benefits,2,MS SSRS,,5.953868172,4.258523475,29,,2,
All products,Business benefits,2,MicroStrategy,,5.953868172,4.91852443,26,,2,
All products,Business benefits,2,Oracle BI,,5.953868172,1,37,,2,
All products,Business benefits,2,Phocas,,5.953868172,8.554409737,4,,2,
All products,Business benefits,2,Pyramid Analytics,,5.953868172,7.152579349,13,,2,
All products,Business benefits,2,Qlik Sense,,5.953868172,7.407935177,11,,2,
All products,Business benefits,2,QlikView,,5.953868172,6.654475688,17,,2,
All products,Business benefits,2,sales-i,,5.953868172,3.769579923,31,,2,
All products,Business benefits,2,SAP Analytics Cloud,,5.953868172,7.387715947,12,,2,
All products,Business benefits,2,SAP BO Analysis,,5.953868172,2.034124991,35,,2,
All products,Business benefits,2,SAP BO BI,,5.953868172,1.968910279,36,,2,
All products,Business benefits,2,SAP BO WebI,,5.953868172,2.124576904,34,,2,
All products,Business benefits,2,SAS Enterprise BI,,5.953868172,4.137778044,30,,2,
All products,Business benefits,2,Sisense,,5.953868172,7.428512132,9,,2,
All products,Business benefits,2,Tableau,,5.953868172,5.151545751,25,,2,
All products,Business benefits,2,TARGIT,,5.953868172,6.144633397,20,,2,
All products,Business benefits,2,Unit4 prevero,,5.953868172,6.096244568,22,,2,
All products,Business benefits,2,Yellowfin,,5.953868172,6.724983512,16,,2,
All products,Project success,3,Bissantz,,6.516409838,9.049915493,3,,2,
All products,Project success,3,BOARD,,6.516409838,7.251333333,17,,2,
All products,Project success,3,CALUMO,,6.516409838,7.834920635,13,,2,
All products,Project success,3,Carriots Analytics,,6.516409838,7.901538462,11,,2,
All products,Project success,3,Cubeware,,6.516409838,5.741013333,26,,2,
All products,Project success,3,cubus,,6.516409838,9.595368421,2,,2,
All products,Project success,3,Cyberscience,,6.516409838,8.922482759,4,,2,
All products,Project success,3,Dimensional Insight,,6.516409838,8.538105263,5,,2,
All products,Project success,3,Domo,,6.516409838,8.082133333,10,,2,
All products,Project success,3,Dundas,,6.516409838,7.7928,14,,2,
All products,Project success,3,IBM Cog Analytics,,6.516409838,2.75621978,34,,2,
All products,Project success,3,IBM Plan Analytics,,6.516409838,6.259333333,25,,2,
All products,Project success,3,Infor BI,,6.516409838,5.052097561,28,,2,
All products,Project success,3,Information Builders,,6.516409838,6.3296,24,,2,
All products,Project success,3,Jedox,,6.516409838,7.735652174,15,,2,
All products,Project success,3,Longview Analytics,,6.516409838,7.866470588,12,,2,
All products,Project success,3,Looker,,6.516409838,8.453647059,8,,2,
All products,Project success,3,MS Excel,,6.516409838,4.248208333,32,,2,
All products,Project success,3,MS Power BI,,6.516409838,7.185929412,20,,2,
All products,Project success,3,MS SSRS,,6.516409838,4.784597015,29,,2,
All products,Project success,3,MicroStrategy,,6.516409838,4.60209009,30,,2,
All products,Project success,3,Oracle BI,,6.516409838,1,37,,2,
All products,Project success,3,Phocas,,6.516409838,10,1,,2,
All products,Project success,3,Pyramid Analytics,,6.516409838,8.512,6,,2,
All products,Project success,3,Qlik Sense,,6.516409838,7.250983051,18,,2,
All products,Project success,3,QlikView,,6.516409838,6.385558974,23,,2,
All products,Project success,3,sales-i,,6.516409838,5.20275,27,,2,
All products,Project success,3,SAP Analytics Cloud,,6.516409838,8.334857143,9,,2,
All products,Project success,3,SAP BO Analysis,,6.516409838,4.213333333,33,,2,
All products,Project success,3,SAP BO BI,,6.516409838,2.322122449,35,,2,
All products,Project success,3,SAP BO WebI,,6.516409838,1.040643678,36,,2,
All products,Project success,3,SAS Enterprise BI,,6.516409838,4.2588,31,,2,
All products,Project success,3,Sisense,,6.516409838,7.200210526,19,,2,
All products,Project success,3,Tableau,,6.516409838,6.492571429,22,,2,
All products,Project success,3,TARGIT,,6.516409838,6.93773913,21,,2,
All products,Project success,3,Unit4 prevero,,6.516409838,8.512,6,,2,
All products,Project success,3,Yellowfin,,6.516409838,7.460137931,16,,2,
All products,Project length,4,Bissantz,,5.383452829,4.62228057,23,,2,
All products,Project length,4,BOARD,,5.383452829,5.382879762,20,,2,
All products,Project length,4,CALUMO,,5.383452829,7.888249694,6,,2,
All products,Project length,4,Carriots Analytics,,5.383452829,10,1,,2,
All products,Project length,4,Cubeware,,5.383452829,3.048462116,29,,2,
All products,Project length,4,cubus,,5.383452829,7.001744186,10,,2,
All products,Project length,4,Cyberscience,,5.383452829,8.744186047,4,,2,
All products,Project length,4,Dimensional Insight,,5.383452829,6.209725159,18,,2,
All products,Project length,4,Domo,,5.383452829,5.699919808,19,,2,
All products,Project length,4,Dundas,,5.383452829,7.195348837,8,,2,
All products,Project length,4,IBM Cog Analytics,,5.383452829,1.921460112,35,,2,
All products,Project length,4,IBM Plan Analytics,,5.383452829,2.310554562,30,,2,
All products,Project length,4,Infor BI,,5.383452829,1.985623679,34,,2,
All products,Project length,4,Information Builders,,5.383452829,3.693629929,27,,2,
All products,Project length,4,Jedox,,5.383452829,6.907193077,14,,2,
All products,Project length,4,Longview Analytics,,5.383452829,4.017562149,26,,2,
All products,Project length,4,Looker,,5.383452829,8.744186047,4,,2,
All products,Project length,4,MS Excel,,5.383452829,7.206256142,7,,2,
All products,Project length,4,MS Power BI,,5.383452829,7.135778175,9,,2,
All products,Project length,4,MS SSRS,,5.383452829,4.097674419,25,,2,
All products,Project length,4,MicroStrategy,,5.383452829,1.675556655,36,,2,
All products,Project length,4,Oracle BI,,5.383452829,1,37,,2,
All products,Project length,4,Phocas,,5.383452829,9.545308741,2,,2,
All products,Project length,4,Pyramid Analytics,,5.383452829,6.64576144,15,,2,
All products,Project length,4,Qlik Sense,,5.383452829,5.219246191,21,,2,
All products,Project length,4,QlikView,,5.383452829,6.258842618,17,,2,
All products,Project length,4,sales-i,,5.383452829,8.744186047,3,,2,
All products,Project length,4,SAP Analytics Cloud,,5.383452829,7.001744186,11,,2,
All products,Project length,4,SAP BO Analysis,,5.383452829,4.429568106,24,,2,
All products,Project length,4,SAP BO BI,,5.383452829,3.293470483,28,,2,
All products,Project length,4,SAP BO WebI,,5.383452829,2.282630814,31,,2,
All products,Project length,4,SAS Enterprise BI,,5.383452829,2.03255814,33,,2,
All products,Project length,4,Sisense,,5.383452829,6.986046512,12,,2,
All products,Project length,4,Tableau,,5.383452829,6.340817963,16,,2,
All products,Project length,4,TARGIT,,5.383452829,4.761461794,22,,2,
All products,Project length,4,Unit4 prevero,,5.383452829,2.239069767,32,,2,
All products,Project length,4,Yellowfin,,5.383452829,6.918770764,13,,2,
All products,Customer satisfaction,5,Bissantz,,6.254357858,8.168999884,8,,1,
All products,Customer satisfaction,5,BOARD,,6.254357858,7.662289846,11,,1,
All products,Customer satisfaction,5,CALUMO,,6.254357858,7.463454364,16,,1,
All products,Customer satisfaction,5,Carriots Analytics,,6.254357858,8.388822258,6,,1,
All products,Customer satisfaction,5,Cubeware,,6.254357858,4.818564037,26,,1,
All products,Customer satisfaction,5,cubus,,6.254357858,9.792842281,1,,1,
All products,Customer satisfaction,5,Cyberscience,,6.254357858,8.255546292,7,,1,
All products,Customer satisfaction,5,Dimensional Insight,,6.254357858,9.467737379,3,,1,
All products,Customer satisfaction,5,Domo,,6.254357858,7.630338322,12,,1,
All products,Customer satisfaction,5,Dundas,,6.254357858,8.392329063,5,,1,
All products,Customer satisfaction,5,IBM Cog Analytics,,6.254357858,3.059186576,34,,1,
All products,Customer satisfaction,5,IBM Plan Analytics,,6.254357858,5.188149407,25,,1,
All products,Customer satisfaction,5,Infor BI,,6.254357858,3.992144651,31,,1,
All products,Customer satisfaction,5,Information Builders,,6.254357858,6.627995445,21,,1,
All products,Customer satisfaction,5,Jedox,,6.254357858,7.473543646,15,,1,
All products,Customer satisfaction,5,Longview Analytics,,6.254357858,7.815118176,9,,1,
All products,Customer satisfaction,5,Looker,,6.254357858,7.766280038,10,,1,
All products,Customer satisfaction,5,MS Excel,,6.254357858,4.443511805,28,,1,
All products,Customer satisfaction,5,MS Power BI,,6.254357858,6.947083795,19,,1,
All products,Customer satisfaction,5,MS SSRS,,6.254357858,3.777222408,32,,1,
All products,Customer satisfaction,5,MicroStrategy,,6.254357858,4.40143825,29,,1,
All products,Customer satisfaction,5,Oracle BI,,6.254357858,1.533705145,37,,1,
